@name,change,enabled,type,nameUi,order,Year,weight,cost,costMod,crew,model,scale,group,mountPoints,countries,param,stats,caliber,#caliberInch,barrels,hullWeightRatio,sectionsMin,sectionsMax,tonnageMin,tonnageMax,maxAllowedCaliber,beamMin,beamMax,draughtMin,draughtMax,beamCoef,draughtCoef,speedLimiter,minMainTurrets,minMainBarrels,#comment,#comment2,#cost_base,#cost_base_mod
brooklyn_tower_sec_4_big,,,tower_sec,Large Targeting Tower II,,,750,7450000,,200,brooklyn_tower_sec_d,1.05,,tower_sec,,need(CL_Brooklyn;CL_Cleveland),"tower_sec(1), night(38), aim(19), acc(18), acc_long(27), fire_ex(22), size(23.5), tspot(5800), torpedo_detect(52)",,,,,,,,,,,,,,,,,,,750,562.5,750000,2250000
brooklyn_tower_sec_4,,,tower_sec,Large Targeting Tower I,,,660,6550000,,190,brooklyn_tower_sec_d,1,,tower_sec,,need(CL_Brooklyn;CL_Cleveland),"tower_sec(1), night(35), aim(17), acc(16), acc_long(25), fire_ex(21), size(22), tspot(5500), torpedo_detect(50)",,,,,,,,,,,,,,,,,,,660,495,750000,2250000
brooklyn_tower_sec_4_small2,,,tower_sec,Medium Targeting Tower II,,,595,5250000,,180,brooklyn_tower_sec_d,0.95,,tower_sec,,need(CL_Brooklyn;CL_Cleveland),"tower_sec(1), night(33), aim(16), acc(15), acc_long(23), fire_ex(20), size(21), tspot(5200), torpedo_detect(48)",,,,,,,,,,,,,,,,,,,595,446.25,750000,2250000
brooklyn_tower_sec_4_small1,,,tower_sec,Medium Targeting Tower I,,,520,4550000,,170,brooklyn_tower_sec_d,0.92,,tower_sec,,need(CL_Brooklyn;CL_Cleveland),"tower_sec(1), night(33), aim(16), acc(14), acc_long(20), fire_ex(19), size(20), tspot(4900), torpedo_detect(46)",,,,,,,,,,,,,,,,,,,520,390,750000,2250000
brooklyn_tower_sec_4_smallest2,,,tower_sec,Small Targeting Tower II,,,400,4150000,,150,brooklyn_tower_sec_d,0.87,,tower_sec,,need(CL_Brooklyn;CL_Cleveland),"tower_sec(1), night(30), aim(16), acc(13), acc_long(18), fire_ex(17), size(18), tspot(4600), torpedo_detect(44)",,,,,,,,,,,,,,,,,,,400,300,750000,2250000
brooklyn_tower_sec_4_smallest1,,,tower_sec,Small Targeting Tower I,,,350,3750000,,140,brooklyn_tower_sec_d,0.82,,tower_sec,,need(CL_Brooklyn;CL_Cleveland),"tower_sec(1), night(29), aim(16), acc(13), acc_long(14), fire_ex(16), size(17), tspot(4400), torpedo_detect(42)",,,,,,,,,,,,,,,,,,,350,262.5,750000,2250000
brooklyn_tower_sec_1_big,,,tower_sec,Advanced Crane Tower III,,,490,3950000,,115,brooklyn_tower_sec_a,1.05,,tower_sec,,need(CL_Brooklyn;CA_Heavy_Small_Generic),"tower_sec(1), night(28), aim(15), acc(13), acc_long(10), fire_ex(33), size(22), tspot(5400), torpedo_detect(47)",,,,,,,,,,,,,,,,,,,490,367.5,750000,2250000
brooklyn_tower_sec_1,,,tower_sec,Advanced Crane Tower II,,,400,3250000,,105,brooklyn_tower_sec_a,1,,tower_sec,,need(CL_Brooklyn;CA_Heavy_Small_Generic),"tower_sec(1), night(25), aim(14), acc(12), acc_long(8), fire_ex(30), size(20), tspot(5200), torpedo_detect(45)",,,,,,,,,,,,,,,,,,,400,300,750000,2250000
brooklyn_tower_sec_1_small,,,tower_sec,Advanced Crane Tower I,,,360,2850000,,95,brooklyn_tower_sec_a,0.95,,tower_sec,,need(CL_Brooklyn;CA_Heavy_Small_Generic),"tower_sec(1), night(22), aim(13), acc(11), acc_long(7), fire_ex(27), size(18), tspot(4900), torpedo_detect(42)",,,,,,,,,,,,,,,,,,,360,270,750000,2250000
brooklyn_tower_sec_2_big2,,,tower_sec,Standard Crane Tower III,,,370,2850000,,110,brooklyn_tower_sec_b,1.1,,tower_sec,,need(CA_Heavy_France_Big;CA_Heavy_Small_Generic;Warship_Austrian_Pocket),"tower_sec(1), night(24), aim(11), acc(9), acc_long(6), fire_ex(31), size(24), tspot(4600), torpedo_detect(39)",,,,,,,,,,,,,,,,,,,370,277.5,750000,2250000
brooklyn_tower_sec_2_big,,,tower_sec,Standard Crane Tower II,,,330,2450000,,100,brooklyn_tower_sec_b,1.05,,tower_sec,,need(CL_Brooklyn;CL_Navarra_Adv;Mogami_Extra1;CA_Heavy_France_Big;CA_Heavy_Small_Generic;Warship_Austrian_Pocket),"tower_sec(1), night(22), aim(10), acc(8), acc_long(5), fire_ex(29), size(22), tspot(4400), torpedo_detect(37)",,,,,,,,,,,,,,,,,,,330,247.5,750000,2250000
brooklyn_tower_sec_2,,,tower_sec,Standard Crane Tower I,,,290,1950000,,90,brooklyn_tower_sec_b,1,,tower_sec,,need(CL_Brooklyn;CL_Navarra_Adv;Mogami_Extra1;CA_Heavy_France_Big;CA_Heavy_Small_Generic;Warship_Austrian_Pocket),"tower_sec(1), night(20), aim(8), acc(7), acc_long(4), fire_ex(27), size(20), tspot(4200), torpedo_detect(35)",,,,,,,,,,,,,,,,,,,290,217.5,750000,2250000
atlanta_tower_sec_small_5,,,tower_sec,Rangefinder Tower V,,,262,600000,,55,atlanta_tower_sec_a,1.65,,tower_sec,,need(CL_EscortCruiser;CL_EscortCruiser_British;CL_EscortCruiser_France;CA_American_Style;CA_Heavy_France_Big),"tower_sec(1), night(21), aim(20), acc(12), acc_long(18), fire_ex(4.5), size(6), tspot(4100), torpedo_detect(35)",,,,,,,,,,,,,,,,,,,525,393.75,,
atlanta_tower_sec_small_4,,,tower_sec,Rangefinder Tower IV,,,220,500000,,50,atlanta_tower_sec_a,1.55,,tower_sec,,need(CL_EscortCruiser;CL_EscortCruiser_British;CL_EscortCruiser_France;CA_American_Style;CA_Heavy_France_Big),"tower_sec(1), night(20), aim(18.5), acc(11), acc_long(16), fire_ex(4), size(5.5), tspot(3900), torpedo_detect(32)",,,,,,,,,,,,,,,,,,,440,330,,
atlanta_tower_sec_base_3,,,tower_sec,Advanced Targeting Tower III,,,155,584000,,55,atlanta_tower_sec_b,1.1,,tower_sec,,need(CL_Atlanta;DD_Advanced_US;DD_Modern_L_US;DD_Modern_M_US;CL_EscortCruiser_France;DD_Advanced_Br;DD_Advanced_Fr;CA_American_Style;CL_GunCruiser),"tower_sec(1), night(24), aim(15), acc(11), acc_long(15), fire_ex(13), size(12.9), tspot(4000), torpedo_detect(34)",,,,,,,,,,,,,,,,,,,310,232.5,,
atlanta_tower_sec_base_2,,,tower_sec,Advanced Targeting Tower II,,,240,510000,,50,atlanta_tower_sec_b,1.05,,tower_sec,,need(CL_Atlanta;DD_Advanced_US;DD_Modern_L_US;DD_Modern_M_US;CL_EscortCruiser_France;DD_Advanced_Br;DD_Advanced_Fr;CA_American_Style;CL_GunCruiser),"tower_sec(1), night(22), aim(14), acc(10), acc_long(14), fire_ex(12), size(12), tspot(3800), torpedo_detect(32)",,,,,,,,,,,,,,,,,,,280,210,,
atlanta_tower_sec_base_1,,,tower_sec,Advanced Targeting Tower I,,,125,450000,,45,atlanta_tower_sec_b,1,,tower_sec,,need(CL_Atlanta;DD_Advanced_US;DD_Modern_L_US;DD_Modern_M_US;CL_EscortCruiser_France;DD_Advanced_Br;DD_Advanced_Fr;CA_American_Style;CL_GunCruiser),"tower_sec(1), night(20), aim(13), acc(9), acc_long(13), fire_ex(11), size(11.2), tspot(3600), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,255,191.25,,
atlanta_tower_sec_small_3,,,tower_sec,Rangefinder Tower III,,,112,340000,,40,atlanta_tower_sec_a,1.15,,tower_sec,,need(CL_Atlanta;CL_EscortCruiser_France;DD_Advanced_US;DD_Modern_L_US;DD_Modern_M_US;DD_Advanced_Br;DD_Advanced_Fr;CL_GunCruiser;Warship_Austrian_Pocket;DD_Russia_big),"tower_sec(1), night(19), aim(12.5), acc(8.5), acc_long(14.5), fire_ex(3), size(5), tspot(3400), torpedo_detect(28)",,,,,,,,,,,,,,,,,,,225,168.75,,
atlanta_tower_sec_small_2,,,tower_sec,Rangefinder Tower II,,,103,280000,,35,atlanta_tower_sec_a,1.075,,tower_sec,,need(CL_Atlanta;CL_EscortCruiser_France;DD_Advanced_US;DD_Modern_L_US;DD_Modern_M_US;DD_Advanced_Br;DD_Advanced_Fr;CL_GunCruiser;Warship_Austrian_Pocket;DD_Russia_big),"tower_sec(1), night(18), aim(12), acc(8), acc_long(14), fire_ex(2.5), size(4.5), tspot(3200), torpedo_detect(26)",,,,,,,,,,,,,,,,,,,205,153.75,,
atlanta_tower_sec_small_1,,,tower_sec,Rangefinder Tower I,,,142,250000,,30,atlanta_tower_sec_a,1,,tower_sec,,need(CL_Atlanta;CL_EscortCruiser_France;DD_Advanced_US;DD_Modern_L_US;DD_Modern_M_US;DD_Advanced_Br;DD_Advanced_Fr;CL_GunCruiser;Warship_Austrian_Pocket;DD_Russia_big),"tower_sec(1), night(16), aim(11.5), acc(7.5), acc_long(13.5), fire_ex(2), size(4), tspot(3000), torpedo_detect(24)",,,,,,,,,,,,,,,,,,,185,138.75,,
brooklyn_tower_sec_3_big,,,tower_sec,Mini Rangefinder Tower II,,,105,990000,,17,brooklyn_tower_sec_c,1.05,,tower_sec,,need(CL_Navarra_Adv;Navarra2;Navarra;Canarias;C_class_Generic;CA_Gen_Compact;Warship_Austrian_Pocket;Extra_Tower_Modern_Small;BB_Russia_Rebuilt;DD_Russia_big),"tower_sec(1), night(14), aim(5), acc(2.5), acc_long(4.5), fire_ex(2.5), size(3.5), tspot(1400), torpedo_detect(37)",,,,,,,,,,,,,,,,,,,105,78.75,750000,2250000
brooklyn_tower_sec_3,,,tower_sec,Mini Rangefinder Tower I,,,97,900000,,15,brooklyn_tower_sec_c,1,,tower_sec,,need(CL_Navarra_Adv;Navarra2;Navarra;Canarias;C_class_Generic;CA_Gen_Compact;Warship_Austrian_Pocket;Extra_Tower_Modern_Small;BB_Russia_Rebuilt;DD_Russia_big),"tower_sec(1), night(12), aim(4), acc(2), acc_long(4), fire_ex(2), size(3), tspot(1200), torpedo_detect(35)",,,,,,,,,,,,,,,,,,,97,72.75,750000,2250000
atlanta_tower_sec_cranel_3,,,tower_sec,Crane Tower III,,,83,200000,,25,atlanta_tower_sec_c,1.15,,tower_sec,,need(CL_Atlanta;CL_EscortCruiser_France;Recon_Cruiser_GeAu;DD_Advanced_GeAu;DD_Advanced_US;DD_Advanced_Br;DD_Modern_L_Fr;DD_Advanced_Fr;DD_Modern_L_It;DD_Hybrid_It;CL_GunCruiser),"tower_sec(1), night(14), aim(7), acc(5), acc_long(1), fire_ex(10), size(4), tspot(3700), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,165,123.75,,
atlanta_tower_sec_cranel_2,,,tower_sec,Crane Tower II,,,70,165000,,22,atlanta_tower_sec_c,1.075,,tower_sec,,need(CL_Atlanta;CL_EscortCruiser_France;Recon_Cruiser_GeAu;DD_Advanced_GeAu;DD_Advanced_US;DD_Advanced_Br;DD_Modern_L_Fr;DD_Advanced_Fr;DD_Modern_L_It;DD_Hybrid_It;CL_GunCruiser),"tower_sec(1), night(12), aim(6), acc(4), acc_long(0.75), fire_ex(9), size(3), tspot(3500), torpedo_detect(28)",,,,,,,,,,,,,,,,,,,140,105,,
atlanta_tower_sec_cranel_1,,,tower_sec,Crane Tower I,,,60,135000,,20,atlanta_tower_sec_c,1,,tower_sec,,need(CL_Atlanta;CL_EscortCruiser_France;Recon_Cruiser_GeAu;DD_Advanced_GeAu;DD_Advanced_US;DD_Advanced_Br;DD_Modern_L_Fr;DD_Advanced_Fr;DD_Modern_L_It;DD_Hybrid_It;CL_GunCruiser),"tower_sec(1), night(10), aim(5), acc(3), acc_long(0.5), fire_ex(8), size(2), tspot(3300), torpedo_detect(26)",,,,,,,,,,,,,,,,,,,120,90,,
deRuyter_tower_sec_a_big2,,,tower_sec,Wide Flat Tower IV,,,450,3450000,,60,de_Ruyter_tower_sec_a,1.1,,tower_sec,,need(CL_deRuyter;CA_Austrian_Pocket;BB_Modernized_Austria_New),"tower_sec(1), night(24), aim(14), acc(13), acc_long(6), fire_ex(19), size(19), tspot(2600), torpedo_detect(29)",,,,,,,,,,,,,,,,,,,450,337.5,750000,2250000
deRuyter_tower_sec_a_big,,,tower_sec,Wide Flat Tower III,,,390,2950000,,55,de_Ruyter_tower_sec_a,1.06,,tower_sec,,need(CL_deRuyter;CA_Austrian_Pocket;BB_Modernized_Austria_New),"tower_sec(1), night(22), aim(13), acc(12), acc_long(5), fire_ex(18), size(18), tspot(2400), torpedo_detect(27)",,,,,,,,,,,,,,,,,,,390,292.5,750000,2250000
deRuyter_tower_sec_a,,,tower_sec,Wide Flat Tower II,,,330,2250000,,50,de_Ruyter_tower_sec_a,1,,tower_sec,,need(CL_deRuyter;CA_Austrian_Pocket),"tower_sec(1), night(20), aim(12), acc(11), acc_long(4), fire_ex(17), size(17), tspot(2200), torpedo_detect(25)",,,,,,,,,,,,,,,,,,,330,247.5,750000,2250000
deRuyter_tower_sec_a_small,,,tower_sec,Wide Flat Tower I,,,300,2250000,,45,de_Ruyter_tower_sec_a,0.94,,tower_sec,,need(CL_deRuyter;CA_Austrian_Pocket),"tower_sec(1), night(18), aim(11), acc(10), acc_long(4), fire_ex(15), size(16), tspot(2000), torpedo_detect(23)",,,,,,,,,,,,,,,,,,,300,225,750000,2250000
deRuyter_tower_sec_b_big,,,tower_sec,Small Flat Tower III,,,200,1950000,,30,de_Ruyter_tower_sec_b,1.06,,tower_sec,,need(CL_deRuyter;CA_Austrian_Pocket;BB_Modernized_Austria_New),"tower_sec(1), night(15), aim(8), acc(7), acc_long(3), fire_ex(11), size(11), tspot(1600), torpedo_detect(17)",,,,,,,,,,,,,,,,,,,200,150,750000,2250000
deRuyter_tower_sec_b,,,tower_sec,Small Flat Tower II,,,170,1450000,,25,de_Ruyter_tower_sec_b,1,,tower_sec,,need(CL_deRuyter;CA_Austrian_Pocket;BB_Modernized_Austria_New),"tower_sec(1), night(10), aim(6), acc(5), acc_long(2), fire_ex(10), size(10), tspot(1400), torpedo_detect(15)",,,,,,,,,,,,,,,,,,,170,127.5,750000,2250000
deRuyter_tower_sec_b_small,,,tower_sec,Small Flat Tower I,,,130,1150000,,20,de_Ruyter_tower_sec_b,0.94,,tower_sec,,need(CL_deRuyter;CA_Austrian_Pocket),"tower_sec(1), night(7), aim(4), acc(3), acc_long(2), fire_ex(9), size(9), tspot(1200), torpedo_detect(13)",,,,,,,,,,,,,,,,,,,130,97.5,750000,2250000
dido_tower_sec_2_xlarge,,,tower_sec,Targeting Sec Tower VI,,,700,4700000,,52,dido_tower_sec_b,1.4,,tower_sec,,"need(CL_Smolensk;CL_Chapayev), needunlock(latecruisertowers_level_4)","tower_sec(1), night(30), aim(17), acc(14), acc_long(12), fire_ex(17), size(17), tspot(4900), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,700,525,135000,405000
dido_tower_sec_1_lxarge,,,tower_sec,Targeting Sec Tower V,,,630,4100000,,50,dido_tower_sec_a,1.4,,tower_sec,,need(CL_Town;CL_Smolensk;CL_Chapayev),"tower_sec(1), night(29), aim(16), acc(13), acc_long(11), fire_ex(16.5), size(16), tspot(4700), torpedo_detect(28)",,,,,,,,,,,,,,,,,,,630,472.5,135000,405000
dido_tower_sec_2_large,,,tower_sec,Targeting Sec Tower IV,,,580,3700000,,48,dido_tower_sec_b,1.35,,tower_sec,,"need(CL_Dido;CL_Town;CL_Smolensk;CL_Chapayev), needunlock(latecruisertowers_level_4)","tower_sec(1), night(27), aim(16), acc(13), acc_long(11), fire_ex(16), size(16), tspot(4700), torpedo_detect(28)",,,,,,,,,,,,,,,,,,,580,435,135000,405000
dido_tower_sec_1_large,,,tower_sec,Targeting Sec Tower III,,,510,3100000,,46,dido_tower_sec_a,1.35,,tower_sec,,need(CL_Dido;CL_Town;CL_Smolensk;CL_Chapayev),"tower_sec(1), night(25), aim(15), acc(12), acc_long(10), fire_ex(15.5), size(15.5), tspot(4500), torpedo_detect(26)",,,,,,,,,,,,,,,,,,,510,382.5,135000,405000
dido_tower_sec_2,,,tower_sec,Targeting Sec Tower II,,,475,2700000,,44,dido_tower_sec_b,1.25,,tower_sec,,"need(CL_Dido;CL_Town), needunlock(latecruisertowers_level_4)","tower_sec(1), night(23), aim(14), acc(11), acc_long(9), fire_ex(15), size(15), tspot(4300), torpedo_detect(24)",,,,,,,,,,,,,,,,,,,475,356.25,135000,405000
dido_tower_sec_1,,,tower_sec,Targeting Sec Tower I,,,440,2400000,,40,dido_tower_sec_a,1.25,,tower_sec,,need(CL_Dido;CL_Town),"tower_sec(1), night(21.5), aim(12), acc(10), acc_long(8), fire_ex(14), size(14), tspot(4100), torpedo_detect(23)",,,,,,,,,,,,,,,,,,,440,330,135000,405000
brooklyn_tower_main_tiny_sec1,,,tower_sec,Small Sec Tower II,,,330,4950000,,145,brooklyn_tower_main_c,1.05,,tower_sec,,need(BB_Russia_Rebuilt_Small;Large_Exper_Warship),"tower_sec(1), night(30), aim(18), acc(15), acc_long(9), radio(30), fire_ex(13), smoke(-24), size(13), tspot(4800), torpedo_detect(33)",,,,,,,,,,,,,,,,,,,330,247.5,1900000,5700000
brooklyn_tower_main_tiny_sec1_small,,,tower_sec,Small Sec Tower I,,,300,4250000,,135,brooklyn_tower_main_c,1,,tower_sec,,need(BB_Russia_Rebuilt_Small;Large_Exper_Warship),"tower_sec(1), night(28), aim(16), acc(13), acc_long(8), radio(28), fire_ex(12), smoke(-22), size(12), tspot(4500), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,300,225,1900000,5700000
dido_tower_sec_2_large_var,,,tower_sec,Small Targeting Sec Tower IV,,,380,3300000,,26,dido_tower_sec_b,1.1,,tower_sec,,need(CA_Gen_Compact;DD_Russia_big),"tower_sec(1), night(27), aim(13), acc(8), acc_long(10), fire_ex(12), size(12), tspot(3700), torpedo_detect(26)",,,,,,,,,,,,,,,,,,,380,285,135000,405000
dido_tower_sec_1_large_var,,,tower_sec,Small Targeting Sec Tower III,,,310,2700000,,24,dido_tower_sec_a,1.1,,tower_sec,,need(CA_Gen_Compact;DD_Russia_big),"tower_sec(1), night(25), aim(12), acc(7), acc_long(9), fire_ex(11), size(11), tspot(3500), torpedo_detect(24)",,,,,,,,,,,,,,,,,,,310,232.5,135000,405000
dido_tower_sec_2_var,,,tower_sec,Small Targeting Sec Tower II,,,275,2300000,,22,dido_tower_sec_b,1.05,,tower_sec,,need(CA_Gen_Compact;DD_Russia_big),"tower_sec(1), night(23), aim(11), acc(6), acc_long(8), fire_ex(10), size(10), tspot(3300), torpedo_detect(22)",,,,,,,,,,,,,,,,,,,275,206.25,135000,405000
dido_tower_sec_1_var,,,tower_sec,Small Targeting Sec Tower I,,,240,1900000,,20,dido_tower_sec_a,1.05,,tower_sec,,need(CA_Gen_Compact;DD_Russia_big),"tower_sec(1), night(21.5), aim(10), acc(5), acc_long(7), fire_ex(9), size(9), tspot(3100), torpedo_detect(20)",,,,,,,,,,,,,,,,,,,240,180,135000,405000
dido_tower_sec_3_vbig,,,tower_sec,Wide Barbette Sec Tower III,,,420,1950000,,33,dido_tower_sec_c,1.1,,tower_sec,,"need(CL_Dido;C_class_New;C_class_New2;Hawkins_Class;C_class_Generic), needunlock(latecruisertowers_level_3)","tower_sec(1), night(19), aim(11), acc(9), acc_long(7), fire_ex(10), size(14.2), tspot(3900), torpedo_detect(23)",,,,,,,,,,,,,,,,,,,420,315,135000,405000
dido_tower_sec_3_big,,,tower_sec,Wide Barbette Sec Tower II,,,390,1950000,,33,dido_tower_sec_c,1.05,,tower_sec,,"need(CL_Dido;C_class_New;C_class_New2;Hawkins_Class;C_class_Generic), needunlock(latecruisertowers_level_3)","tower_sec(1), night(19), aim(10), acc(8.5), acc_long(6.5), fire_ex(9.5), size(13.7), tspot(3700), torpedo_detect(22)",,,,,,,,,,,,,,,,,,,390,292.5,135000,405000
dido_tower_sec_3,,,tower_sec,Wide Barbette Sec Tower I,,,350,1650000,,30,dido_tower_sec_c,1,,tower_sec,,"need(CL_Dido;C_class_New;C_class_New2;Hawkins_Class;C_class_Generic), needunlock(latecruisertowers_level_2)","tower_sec(1), night(18), aim(9.5), acc(8), acc_long(6), fire_ex(9), size(13), tspot(3500), torpedo_detect(21)",,,,,,,,,,,,,,,,,,,350,262.5,135000,405000
dido_tower_sec_4_big,,,tower_sec,Dual Barbette Tower III,,,315,1350000,,27,dido_tower_sec_d,1.1,,tower_sec,,need(CL_Dido;C_class_New;CL_Britain_Caroline;C_class_New2;Hawkins_Class;C_class_Generic),"tower_sec(1), night(17), aim(9), acc(7.5), acc_long(5), fire_ex(8.5), size(12.5), tspot(3300), torpedo_detect(19)",,,,,,,,,,,,,,,,,,,315,236.25,135000,405000
dido_tower_sec_4,,,tower_sec,Dual Barbette Tower II,,,265,1150000,,25,dido_tower_sec_d,1.05,,tower_sec,,need(CL_Dido;C_class_New;CL_Britain_Caroline;C_class_New2;Hawkins_Class;C_class_Generic),"tower_sec(1), night(15), aim(8), acc(6.5), acc_long(4), fire_ex(8), size(11.5), tspot(3100), torpedo_detect(18)",,,,,,,,,,,,,,,,,,,265,198.75,135000,405000
dido_tower_sec_4_small,,,tower_sec,Dual Barbette Tower I,,,225,950000,,22,dido_tower_sec_d,1,,tower_sec,,need(CL_Dido;C_class_New;CL_Britain_Caroline;C_class_New2;Hawkins_Class;C_class_Generic),"tower_sec(1), night(13), aim(6), acc(5.5), acc_long(3), fire_ex(7), size(10.5), tspot(2900), torpedo_detect(16)",,,,,,,,,,,,,,,,,,,225,168.75,135000,405000
heavy_ca_tower_sec_1,,,tower_sec,Targeting Tower I,,,135,450000,,50,trento_tower_sec_b,1,,tower_sec,,"need(CA_Heavy_Trento;CA_Heavy;CA_Heavy_Gen;CL_Modern;CA_Heavy_Early_Cut;CL_Modern_2_Japan;Kirov_Cruiser;CA_German_Early;CA_Heavy_Generic2;France_CL_Exp_Advanced;German_CL_Exp_Advanced;CL_Britain_Small_advanced;Recon_Cruiser;CL_Armor_Exp_adv;France_CL_Exp2;CL_Armor_Exp_adv;CL_Britain_Narrow), needunlock(latecruisertowers_level_3)","tower_sec(1), night(19), aim(13), acc(9), acc_long(5), fire_ex(12), size(12), tspot(3600), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,270,202.5,,
heavy_ca_tower_sec_3_smallest_dd,,,tower_sec,Modern rear tower,,,110,430000,,60,trento_tower_sec_a,0.78,,tower_sec,,need(DD_Advanced_SpChRu;DD_Modern_M_SpChRu;Recon_Cruiser_GeAu;DD_Advanced_GeAu;DD_Modern_L_GeAu;DD_Advanced_US;DD_Modern_L_US;DD_Modern_L_Br;DD_Advanced_Br;DD_Modern_L_Fr;DD_Advanced_Fr;DD_Modern_L_It;DD_Hybrid_It),"tower_sec(1), night(14), aim(14), acc_long(7), acc(7), fire_ex(26), size(15), tspot(1900), torpedo_detect(46)",,,,,,,,,,,,,,,,,,,282,211.5,,
heavy_ca_tower_sec_2,,,tower_sec,Rear Tower VII,,,165,650000,,67,pola_tower_sec_b,1,,tower_sec,,need(BB_Cesare;CA_Heavy;CA_Heavy_Gen;CL_Modern;CA_Heavy_Early_Cut;Kirov_Cruiser;Modern_CL_Italian;France_CL_Exp_Advanced;German_CL_Exp_Advanced;Izmail_Specials;CL_Armor_Exp_adv;France_CL_Exp2;CL_Armor_Exp_adv;cl_3_japan_bigger),"tower_sec(1), night(17.5), aim(11), acc(8.5), fire_ex(15), size(13.2), tspot(4200), torpedo_detect(32)",,,,,,,,,,,,,,,,,,,330,247.5,,
kgeorge_sec_tower_1_navarra_big,,0,tower_sec,Compact Sec Tower I,,,207,700000,,70,king_george_tower_sec_b,0.75,,tower_sec,,"need(Navarra2), big_sec","tower_sec(1), night(24), aim(15.5), acc(12), acc_long(4.5), fire_ex(20), size(13.5), tspot(4900), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,414,310.5,,
kgeorge_sec_tower_2_navarra,,,tower_sec,Large Sec Tower I,,,203,800000,,60,king_george_tower_sec_a,0.625,,tower_sec,,"need(Navarra;Large_Cruiser_Italy), big_sec","tower_sec(1), night(28), aim(15.5), acc(11), acc_long(5), fire_ex(23), size(15.5), tspot(5000), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,405,303.75,,
kgeorge_sec_tower_1_navarra,,,tower_sec,Advanced Sec Tower I,,,174,600000,,50,king_george_tower_sec_b,0.625,,tower_sec,,"need(Navarra;Large_Cruiser_Italy), big_sec","tower_sec(1), night(22), aim(12.5), acc(9), acc_long(4), fire_ex(18), size(12.5), tspot(4500), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,348,261,,
cruiser_tower_sec_modern_6,,,tower_sec,Reinforced Tower II,,,120,290000,,30,akizuki_tower_main_a,1.2,,tower_sec,,"need(Navarra), big_sec","tower_sec(1), night(35), aim(10), acc(7), acc_long(3), radio(55), fire_ex(20), smoke(-27.5), size(17.5), tspot(1350), torpedo_detect(24)",,,,,,,,,,,,,,,,,,,240,180,,
cruiser_tower_sec_modern_5,,,tower_sec,Reinforced Tower I,,,90,210000,,25,akizuki_tower_main_b,1.2,,tower_sec,,"need(Navarra), big_sec","tower_sec(1), night(30), aim(8), acc(5), acc_long(2), radio(50), fire_ex(15), smoke(-25), size(15), tspot(1250), torpedo_detect(20)",,,,,,,,,,,,,,,,,,,180,135,,
cruiser_tower_sec_modern_8,,,tower_sec,Rear Tower V,,,87,100000,,20,akizuki_tower_sec_c,1.85,,tower_sec,,need(Canarias),"tower_sec(1), night(15), aim(8), acc(6), acc_long(4), fire_ex(17.5), size(7), tspot(950), torpedo_detect(7)",,,,,,,,,,,,,,,,,,,171,128.25,,
cruiser_tower_sec_modern_7,,0,tower_sec,Rear Tower III,,,68,80000,,15,akizuki_tower_sec_d,1.6,,tower_sec,,need(Canarias),"tower_sec(1), night(12.5), aim(5), acc(5), acc_long(2), fire_ex(15), size(5), tspot(850), torpedo_detect(5)",,,,,,,,,,,,,,,,,,,75,56.25,,
cruiser_tower_sec_modern_4,,,tower_sec,Rear Tower VI,,,72,200000,,24,akizuki_tower_sec_a,1.175,,tower_sec,,need(Kuma;Yubari;Ning_Hai;Modern_CL_Italian;Kuma_Big),"tower_sec(1), night(25), aim(12), acc(10), acc_long(10), fire_ex(21), size(11), tspot(1250), torpedo_detect(10)",,,,,,,,,,,,,,,,,,,144,108,,
cruiser_tower_sec_modern_3,,,tower_sec,Rear Tower V,,,72,150000,,22,akizuki_tower_sec_b,1.175,,tower_sec,,need(Kuma;Yubari;Ning_Hai;Modern_CL_Italian;CL_Scout_Mogami;Kuma_Big),"tower_sec(1), night(20), aim(10), acc(8), acc_long(6), fire_ex(19.5), size(9), tspot(1150), torpedo_detect(9)",,,,,,,,,,,,,,,,,,,133.8,100.35,,
cruiser_tower_sec_modern_2,,,tower_sec,Rear Tower IV,,,64,90000,,20,akizuki_tower_sec_c,1.5,,tower_sec,,need(CA_Heavy_Trento;CA_Heavy;CA_Heavy_Gen;CL_Modern;CA_Heavy_Early_Cut;CL_Modern_2_Japan;CL_Modern;Navarra;Kirov_Cruiser;Ning_Hai;Modern_CL_Italian),"tower_sec(1), night(15), aim(8), acc(6), acc_long(4), fire_ex(17.5), size(7), tspot(950), torpedo_detect(5)",,,,,,,,,,,,,,,,,,,129,96.75,,
